POS,0,048F,-0.65,-2.74,-0.22,68,x02
POS,0,048F,-0.73,-2.86,-0.24,73,x02
POS,0,048F,-0.81,-2.94,-0.23,71,x02
POS,0,048F,-0.90,-2.92,-0.27,63,x02
POS,0,048F,-0.90,-3.13,-0.16,82,x02
POS,0,048F,-0.90,-3.26,-0.10,81,x02
POS,0,048F,-0.90,-3.38,-0.05,82,x02
POS,0,048F,-0.91,-3.46,-0.04,81,x02
POS,0,048F,-0.70,-3.31,0.87,69,x02
POS,0,048F,-0.78,-3.27,0.60,71,x02
POS,0,048F,-0.73,-3.17,0.31,65,x02
POS,0,048F,-0.68,-3.13,0.08,68,x02
POS,0,048F,-0.93,-2.94,-0.15,64,x02
POS,0,048F,-1.14,-2.98,-0.18,70,x02
POS,0,048F,-1.31,-2.85,-0.24,61,x02
POS,0,048F,-1.56,-3.08,0.14,92,x02
POS,0,048F,-1.60,-3.11,0.06,72,x02
POS,0,048F,-1.64,-3.13,0.00,72,x02
POS,0,048F,-1.40,-3.14,-0.03,72,x02
POS,0,048F,-1.21,-3.13,-0.06,70,x02
POS,0,048F,-1.12,-3.12,-0.10,69,x02
POS,0,048F,-1.02,-3.12,-0.12,70,x02
POS,0,048F,-0.94,-3.11,-0.13,70,x02
POS,0,048F,-0.97,-3.13,-0.14,72,x02
POS,0,048F,-0.98,-3.15,-0.14,73,x02
POS,0,048F,-1.07,-3.16,-0.16,72,x02
POS,0,048F,-1.30,-3.15,-0.15,71,x02
POS,0,048F,-1.22,-3.18,-0.16,73,x02
POS,0,048F,-1.23,-3.17,-0.18,71,x02
POS,0,048F,-1.40,-3.16,-0.18,71,x02
POS,0,048F,-1.27,-3.17,-0.17,73,x02
POS,0,048F,-1.07,-3.19,-0.14,73,x02
POS,0,048F,-0.94,-3.17,-0.17,70,x02
POS,0,048F,-0.81,-3.24,-0.14,78,x02
POS,0,048F,-0.74,-3.26,-0.12,76,x02
POS,0,048F,-0.68,-3.29,-0.11,76,x02
POS,0,048F,-0.62,-3.35,-0.05,80,x02
POS,0,048F,-0.62,-3.34,-0.03,75,x02
POS,0,048F,-0.61,-3.31,-0.01,74,x02
POS,0,048F,-0.59,-3.25,-0.05,69,x02
POS,0,048F,-0.58,-3.24,-0.06,72,x02
POS,0,048F,-0.57,-3.22,-0.06,72,x02
POS,0,048F,-0.60,-3.21,-0.07,71,x02
POS,0,048F,-0.66,-3.20,-0.09,72,x02
POS,0,048F,-0.69,-3.19,-0.11,72,x02
POS,0,048F,-0.72,-3.18,-0.12,71,x02
POS,0,048F,-0.74,-3.17,-0.14,71,x02
POS,0,048F,-0.78,-3.17,-0.15,72,x02
POS,0,048F,-0.78,-3.17,-0.16,72,x02
POS,0,048F,-0.78,-3.17,-0.16,71,x02
POS,0,048F,-0.79,-3.17,-0.17,71,x02
POS,0,048F,-0.78,-3.15,-0.17,70,x02
POS,0,048F,-0.76,-3.16,-0.17,72,x02
POS,0,048F,-0.72,-3.15,-0.15,71,x02
